timestep,ent,vf_loss,gradnorm,re,approxkl,clipfrac,ev,mean_rew
6144.0,1.3860578536987305,0.011634213849902153,0.2189076691865921,0.06259559094905853,6.280376692302525e-05,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.3860090970993042,0.00721904169768095,0.05491899698972702,0.046683572232723236,9.820197010412812e-05,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.3859589099884033,0.013707831501960754,0.14185629785060883,0.0778876543045044,0.00011742646165657789,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.3859148025512695,0.013047702610492706,0.16166411340236664,0.07292501628398895,0.0001516651245765388,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.3858757019042969,0.011492950841784477,0.15637654066085815,0.06614893674850464,0.00016672421770635992,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.3858275413513184,0.010284790769219398,0.09053514897823334,0.05974987894296646,0.00019285752205178142,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.385776162147522,0.010587578639388084,0.10873913019895554,0.06408378481864929,0.00023236192646436393,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.38570237159729,0.010106408968567848,0.18652544915676117,0.06269213557243347,0.0002686635416466743,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.3856078386306763,0.011247467249631882,0.16619589924812317,0.06343419849872589,0.00035311171086505055,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.3855006694793701,0.011938576586544514,0.12854190170764923,0.07133900374174118,0.00041875444003380835,0.0,-0.005094408988952637,1.1428571428571428
6144.0,1.3853869438171387,0.010860836133360863,0.0775127038359642,0.0654422789812088,0.0005430770106613636,0.0,-0.005094408988952637,1.1428571428571428
8192.0,1.3852946758270264,0.019132953137159348,0.24519993364810944,0.14693394303321838,1.4405143744511406e-14,0.0,-0.0008814334869384766,0.75
8192.0,1.3851839303970337,0.01606762409210205,0.194329634308815,0.13424646854400635,3.123628857792937e-06,0.0,-0.0008814334869384766,0.75
8192.0,1.3850600719451904,0.013071257621049881,0.17042723298072815,0.12709932029247284,1.308374703512527e-05,0.0,-0.0008814334869384766,0.75
8192.0,1.384874939918518,0.013306068256497383,0.1058836281299591,0.13730080425739288,3.939333691960201e-05,0.0,-0.0008814334869384766,0.75
8192.0,1.3846235275268555,0.014838475733995438,0.2577360272407532,0.13584280014038086,8.84713081177324e-05,0.0,-0.0008814334869384766,0.75
8192.0,1.3843108415603638,0.014994379132986069,0.2361133098602295,0.13353125751018524,0.0001737812563078478,0.0,-0.0008814334869384766,0.75
8192.0,1.3840270042419434,0.014637279324233532,0.21726250648498535,0.13664525747299194,0.0002771338913589716,0.0,-0.0008814334869384766,0.75
8192.0,1.3837257623672485,0.01479421742260456,0.12790071964263916,0.13956120610237122,0.0003975967410951853,0.0,-0.0008814334869384766,0.75
8192.0,1.3833391666412354,0.015544228255748749,0.15723122656345367,0.14497967064380646,0.0005411185557022691,0.0,-0.0008814334869384766,0.75
8192.0,1.3828567266464233,0.015096522867679596,0.15846097469329834,0.12943048775196075,0.0007655282388441265,0.0,-0.0008814334869384766,0.75
8192.0,1.3821806907653809,0.015783848240971565,0.261117160320282,0.14247384667396545,0.0011340341297909617,0.0,-0.0008814334869384766,0.75
8192.0,1.3813892602920532,0.01192677766084671,0.09531969577074051,0.1286965310573578,0.0015797524247318506,0.0,-0.0008814334869384766,0.75
8192.0,1.3804587125778198,0.012465475127100945,0.1506924033164978,0.12961143255233765,0.002120849909260869,0.0,-0.0008814334869384766,0.75
8192.0,1.379187822341919,0.0140025420114398,0.27204379439353943,0.13278336822986603,0.0029150666669011116,0.0234375,-0.0008814334869384766,0.75
8192.0,1.3776252269744873,0.015815984457731247,0.3734709620475769,0.1415448933839798,0.003959666471928358,0.330078125,-0.0008814334869384766,0.75
8192.0,1.3769819736480713,0.014836573973298073,0.44045525789260864,0.1416408121585846,0.004353945609182119,0.447265625,-0.0008814334869384766,0.75
10240.0,1.3773164749145508,0.014255281537771225,0.19571137428283691,0.13943487405776978,4.3451353626267064e-14,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.3770040273666382,0.01040592323988676,0.14278212189674377,0.1177801638841629,4.842110683966894e-06,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.3770633935928345,0.011646908707916737,0.3268800675868988,0.12811505794525146,9.822534593695309e-06,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.376697063446045,0.013355609960854053,0.09431053698062897,0.13340513408184052,2.0977686290279962e-05,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.3764162063598633,0.011421376839280128,0.195045605301857,0.12115105986595154,3.153897341690026e-05,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.375705599784851,0.011771554127335548,0.13311812281608582,0.13071970641613007,7.540630758740008e-05,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.3748513460159302,0.012594977393746376,0.2675383687019348,0.1288880854845047,0.00016102725930977613,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.3734192848205566,0.013182899914681911,0.16095905005931854,0.13797640800476074,0.00037312472704797983,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.372641921043396,0.012677081860601902,0.3074774146080017,0.12459977716207504,0.0005155492690391839,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.3712565898895264,0.013439178466796875,0.11065279692411423,0.1472008228302002,0.0008483309065923095,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.3699951171875,0.010697348043322563,0.13575220108032227,0.12143343687057495,0.0012531632091850042,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.3683452606201172,0.012020209804177284,0.119563028216362,0.12550120055675507,0.0017021469539031386,0.0,0.0012734532356262207,1.4615384615384615
10240.0,1.3665745258331299,0.011315280571579933,0.36035487055778503,0.12630198895931244,0.0025088542606681585,0.30859375,0.0012734532356262207,1.4615384615384615
10240.0,1.3664151430130005,0.01448980625718832,0.3825000524520874,0.13790877163410187,0.002520956564694643,0.29296875,0.0012734532356262207,1.4615384615384615
10240.0,1.3678417205810547,0.010817350819706917,0.22750133275985718,0.12293735146522522,0.0019166197162121534,0.001953125,0.0012734532356262207,1.4615384615384615
10240.0,1.3678779602050781,0.012356586754322052,0.07085209339857101,0.13158714771270752,0.0019094847375527024,0.013671875,0.0012734532356262207,1.4615384615384615
12288.0,1.368239164352417,0.009569155052304268,0.1514156311750412,0.13919523358345032,7.244205235679146e-14,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3687126636505127,0.012656771577894688,0.2481164038181305,0.15428169071674347,5.699743724107975e-06,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3680921792984009,0.016217857599258423,0.15556858479976654,0.17549192905426025,5.541944119613618e-06,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3679808378219604,0.015891747549176216,0.10428837686777115,0.16277256608009338,7.765754162392113e-06,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3680716753005981,0.012915469706058502,0.17377221584320068,0.15120664238929749,1.2366706869215705e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.368335485458374,0.013845337554812431,0.20080998539924622,0.15552695095539093,1.5836423699511215e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3691209554672241,0.012904289178550243,0.09563377499580383,0.1531195044517517,2.495207081665285e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.369685411453247,0.01536431722342968,0.16602061688899994,0.1718883216381073,5.15199062647298e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.369600534439087,0.015674147754907608,0.10861638188362122,0.16897644102573395,4.641016130335629e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3696956634521484,0.013642254285514355,0.12533098459243774,0.16438645124435425,5.2484592742985114e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3696531057357788,0.012680195271968842,0.04300824552774429,0.15211887657642365,4.805048229172826e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3698650598526,0.012705497443675995,0.09641886502504349,0.1462596207857132,4.445472586667165e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3695085048675537,0.0150234904140234,0.07622085511684418,0.1632470190525055,3.595895032049157e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3693532943725586,0.012626955285668373,0.12489455193281174,0.15618744492530823,2.798328387143556e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3689777851104736,0.014530438929796219,0.0941833108663559,0.1638678014278412,1.902679832710419e-05,0.0,-0.003504633903503418,1.2666666666666666
12288.0,1.3690130710601807,0.01223207451403141,0.26409584283828735,0.14843913912773132,2.693880014703609e-05,0.0,-0.003504633903503418,1.2666666666666666
14336.0,1.3688665628433228,0.014711149036884308,0.16516679525375366,0.17575299739837646,3.9268588380991787e-13,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.3677926063537598,0.013613240793347359,0.09684070944786072,0.17038682103157043,1.3901119018555619e-05,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.3672481775283813,0.017453234642744064,0.1985793113708496,0.196024090051651,3.2102852856041864e-05,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.36563241481781,0.013982219621539116,0.14563259482383728,0.17914073169231415,0.00012563771451823413,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.3641360998153687,0.0149260014295578,0.14398033916950226,0.1772899627685547,0.00027473713271319866,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.361977458000183,0.01429317519068718,0.25134700536727905,0.18088476359844208,0.0005656742723658681,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.3589658737182617,0.01713140308856964,0.3279283344745636,0.18613751232624054,0.001146463444456458,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.3553613424301147,0.013514178805053234,0.0882125049829483,0.17699241638183594,0.001987477531656623,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.3517448902130127,0.015415946021676064,0.2602076232433319,0.1843913495540619,0.0030550877563655376,0.171875,-0.0020563602447509766,0.6923076923076923
14336.0,1.3489749431610107,0.015282221138477325,0.7444478273391724,0.18210315704345703,0.0037321881391108036,0.484375,-0.0020563602447509766,0.6923076923076923
14336.0,1.350604772567749,0.01399252563714981,0.3022708296775818,0.17438068985939026,0.0033015869557857513,0.193359375,-0.0020563602447509766,0.6923076923076923
14336.0,1.3535585403442383,0.01506744883954525,0.33862200379371643,0.18042945861816406,0.0025120582431554794,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.3543263673782349,0.013434788212180138,0.22071167826652527,0.1753414124250412,0.002236529951915145,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.3533775806427002,0.014959380030632019,0.15768831968307495,0.17945998907089233,0.0024311249144375324,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.3522460460662842,0.015659548342227936,0.09093834459781647,0.19126075506210327,0.0027487012557685375,0.0,-0.0020563602447509766,0.6923076923076923
14336.0,1.352118730545044,0.015553565695881844,0.2149425745010376,0.17524249851703644,0.0028410267550498247,0.0,-0.0020563602447509766,0.6923076923076923
16384.0,1.3502144813537598,0.01616693288087845,0.22610846161842346,0.20474204421043396,3.7567171595753734e-13,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.350040078163147,0.017687227576971054,0.26438668370246887,0.22156193852424622,6.980843863857444e-06,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.3508384227752686,0.017847154289484024,0.22152331471443176,0.21918924152851105,1.712180528556928e-05,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.352745532989502,0.01497390866279602,0.21832141280174255,0.20379996299743652,7.287057087523863e-05,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.3558074235916138,0.015866752713918686,0.1279388964176178,0.2047792226076126,0.00028463639318943024,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.3584398031234741,0.016991492360830307,0.14147448539733887,0.2129700481891632,0.000592299154959619,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.361112356185913,0.01748077943921089,0.3658451437950134,0.2178841531276703,0.0010155794443562627,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.3653444051742554,0.016058137640357018,0.17647314071655273,0.21365973353385925,0.002182152820751071,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.3689854145050049,0.017217513173818588,0.2042706459760666,0.21546071767807007,0.003717344254255295,0.1640625,-0.003080010414123535,1.2142857142857142
16384.0,1.3715254068374634,0.016257304698228836,0.42154669761657715,0.20720042288303375,0.004743561148643494,0.490234375,-0.003080010414123535,1.2142857142857142
16384.0,1.3720351457595825,0.016099844127893448,0.539880096912384,0.21010428667068481,0.005137506872415543,0.6875,-0.003080010414123535,1.2142857142857142
16384.0,1.370835304260254,0.016795944422483444,0.43015000224113464,0.2165277600288391,0.004334283992648125,0.4765625,-0.003080010414123535,1.2142857142857142
16384.0,1.3681066036224365,0.017217498272657394,0.24346715211868286,0.21195709705352783,0.0030931716319173574,0.15625,-0.003080010414123535,1.2142857142857142
16384.0,1.3650329113006592,0.017339710146188736,0.13750062882900238,0.2240125834941864,0.0022000763565301895,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.3624160289764404,0.015558544546365738,0.1383604258298874,0.20365840196609497,0.0013976023765280843,0.0,-0.003080010414123535,1.2142857142857142
16384.0,1.3602945804595947,0.01664572022855282,0.2518496513366699,0.20966508984565735,0.000991982757113874,0.0,-0.003080010414123535,1.2142857142857142
18432.0,1.3594446182250977,0.013215852901339531,0.026699470356106758,0.1831388920545578,1.1332601523861285e-13,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3582677841186523,0.017682716250419617,0.1364945024251938,0.1990799903869629,9.866635991784278e-06,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3584489822387695,0.013653591275215149,0.29444077610969543,0.17849472165107727,2.1124247723491862e-05,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3581966161727905,0.013435845263302326,0.17756031453609467,0.18269245326519012,1.677376167208422e-05,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3590766191482544,0.012792374938726425,0.11682163923978806,0.17331653833389282,2.1468833438120782e-05,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3601837158203125,0.013613262213766575,0.12578962743282318,0.182987242937088,3.84285012842156e-05,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3605570793151855,0.014026988297700882,0.06536789238452911,0.18116164207458496,7.380585157079622e-05,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3613414764404297,0.01700526475906372,0.23588907718658447,0.2059406042098999,0.00011157575499964878,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3631703853607178,0.01520268339663744,0.12456259876489639,0.1841278374195099,0.00026355593581683934,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3647133111953735,0.012803028337657452,0.08819358795881271,0.18308094143867493,0.0004948338028043509,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3657115697860718,0.013019711710512638,0.09212227910757065,0.17147240042686462,0.0006414835224859416,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3670604228973389,0.016764914616942406,0.24356693029403687,0.20472487807273865,0.000906865403521806,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3690588474273682,0.014718368649482727,0.22477051615715027,0.1927940547466278,0.001336580840870738,0.0,-0.0025489330291748047,0.8333333333333334
18432.0,1.3710981607437134,0.012727963738143444,0.29007112979888916,0.169894278049469,0.0020168807823210955,0.1875,-0.0025489330291748047,0.8333333333333334
18432.0,1.372365117073059,0.016059452667832375,0.2324216514825821,0.19832003116607666,0.002503060968592763,0.16796875,-0.0025489330291748047,0.8333333333333334
18432.0,1.3728736639022827,0.014137440361082554,0.28049492835998535,0.18239766359329224,0.002971468959003687,0.21875,-0.0025489330291748047,0.8333333333333334
20480.0,1.373220443725586,0.007885062135756016,0.2903524339199066,0.12806770205497742,6.855627177060342e-14,0.0,-0.007496476173400879,1.0666666666666667
20480.0,1.3737537860870361,0.00942838191986084,0.0975264459848404,0.14730262756347656,4.978575816494413e-06,0.0,-0.007496476173400879,1.0666666666666667
20480.0,1.3742682933807373,0.007030951324850321,0.18890421092510223,0.13094563782215118,2.439179297653027e-05,0.0,-0.007496476173400879,1.0666666666666667
20480.0,1.3751050233840942,0.009706884622573853,0.12512922286987305,0.14735755324363708,9.631371358409524e-05,0.0,-0.007496476173400879,1.0666666666666667
20480.0,1.3761883974075317,0.007429745048284531,0.1706986129283905,0.13162308931350708,0.00021745167032349855,0.0,-0.007496476173400879,1.0666666666666667
20480.0,1.3771804571151733,0.00928542297333479,0.16450369358062744,0.14197972416877747,0.0003924143093172461,0.0,-0.007496476173400879,1.0666666666666667
20480.0,1.3779563903808594,0.008898795582354069,0.17251501977443695,0.14471475780010223,0.0005538860568776727,0.0,-0.007496476173400879,1.0666666666666667
20480.0,1.378815770149231,0.007906770333647728,0.15420034527778625,0.13535596430301666,0.0008691421244293451,0.0,-0.007496476173400879,1.0666666666666667
20480.0,1.3796175718307495,0.0081798005849123,0.16761407256126404,0.13153284788131714,0.0012124086497351527,0.0,-0.007496476173400879,1.0666666666666667
20480.0,1.380448341369629,0.007577215321362019,0.24200539290905,0.1385471671819687,0.0016029555117711425,0.005859375,-0.007496476173400879,1.0666666666666667
20480.0,1.3812073469161987,0.009372733533382416,0.1477944403886795,0.1482824981212616,0.001951139885932207,0.171875,-0.007496476173400879,1.0666666666666667
20480.0,1.3816378116607666,0.007743670605123043,0.16340434551239014,0.1353110373020172,0.0021855297964066267,0.16796875,-0.007496476173400879,1.0666666666666667
20480.0,1.3818066120147705,0.009008468128740788,0.1384025365114212,0.1466311663389206,0.0023559746332466602,0.169921875,-0.007496476173400879,1.0666666666666667
20480.0,1.3818495273590088,0.009052015841007233,0.12411770969629288,0.1502845734357834,0.0024865849409252405,0.166015625,-0.007496476173400879,1.0666666666666667
20480.0,1.3817098140716553,0.006804559379816055,0.13292264938354492,0.12509140372276306,0.002339794300496578,0.146484375,-0.007496476173400879,1.0666666666666667
20480.0,1.3815879821777344,0.007472456432878971,0.15015099942684174,0.1316664069890976,0.002362435683608055,0.20703125,-0.007496476173400879,1.0666666666666667
22528.0,1.3812247514724731,0.01716606691479683,0.09918688237667084,0.17523439228534698,5.294376048681215e-14,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3808733224868774,0.01322521548718214,0.09558286517858505,0.17087282240390778,6.299013421084965e-06,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.380574345588684,0.014063126407563686,0.11581124365329742,0.16639818251132965,2.3608448827872053e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3804669380187988,0.013224693015217781,0.07878375053405762,0.16045421361923218,3.738059967872687e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.380430817604065,0.012628497555851936,0.0888800323009491,0.1518399566411972,4.3673633626895025e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3802653551101685,0.01398162730038166,0.07000023126602173,0.17034229636192322,6.173608562676236e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3802241086959839,0.015230881050229073,0.14780335128307343,0.17973583936691284,7.02083416399546e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3804569244384766,0.015061860904097557,0.0759841799736023,0.17104148864746094,4.3867061322089285e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3807563781738281,0.01540766004472971,0.06436534225940704,0.1705743372440338,2.8560974897118285e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3810877799987793,0.015025796368718147,0.1343267858028412,0.1738937795162201,1.9343251551617868e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3815032243728638,0.013266126625239849,0.02516673505306244,0.16210606694221497,2.0093704733881168e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3818776607513428,0.013075130991637707,0.10938174277544022,0.1663854420185089,3.9422207919415087e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3822016716003418,0.013413263484835625,0.09722419083118439,0.1633545607328415,7.32785410946235e-05,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3825258016586304,0.014318913221359253,0.11756143718957901,0.1716465801000595,0.00012004040036117658,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3829119205474854,0.015602406114339828,0.09436407685279846,0.17661044001579285,0.0001987996365642175,0.0,-0.0010671615600585938,0.7692307692307693
22528.0,1.3831255435943604,0.013609427958726883,0.09569290280342102,0.16134800016880035,0.0002625593333505094,0.0,-0.0010671615600585938,0.7692307692307693
24576.0,1.3833969831466675,0.015341401100158691,0.08134187757968903,0.17987535893917084,9.578449144953538e-14,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.3836250305175781,0.009555306285619736,0.10196268558502197,0.14223170280456543,5.674212843587156e-06,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.383797526359558,0.011922203004360199,0.07058820128440857,0.16359373927116394,1.642572351556737e-05,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.3839031457901,0.011826863512396812,0.06925005465745926,0.16307766735553741,2.6077852453454398e-05,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.383982539176941,0.0139266736805439,0.05730949342250824,0.17211392521858215,4.077122866874561e-05,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.3839689493179321,0.00976104661822319,0.04115178436040878,0.15210691094398499,4.4019183405907825e-05,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.384007215499878,0.012517808936536312,0.08246985077857971,0.16085097193717957,5.794491880806163e-05,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.38410484790802,0.01226851437240839,0.03084123134613037,0.1637066751718521,5.974001396680251e-05,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.3840745687484741,0.01135302148759365,0.06499630212783813,0.15897023677825928,6.843617302365601e-05,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.3839644193649292,0.013739624992012978,0.0837448388338089,0.1705024391412735,7.084144453983754e-05,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.383927345275879,0.010174443945288658,0.07547295093536377,0.1512908637523651,5.734917431254871e-05,0.0,-0.004012346267700195,1.0833333333333333
24576.0,1.3838396072387695,0.013241666369140148,0.0968465805053711,0.16801495850086212,4.427165549714118e-05,0.0,-0.004012346267700195,1.0833333333333333
